Child iri	Parent iri
:LE_10212	:CM_NoteEncounter
:LE_10213	:CM_FilingDocEncounter
:LE_10214	:CM_FilingDocEncounter
:LE_10215	:CM_NoteEncounter
:LE_10216	:CM_FilingDocEncounter
:LE_10217	:CM_NoteEncounter
:LE_10218	:CM_NoteEncounter
:LE_10219	:CM_FilingDocEncounter
:LE_1022	:CM_FilingDocEncounter
:LE_10220	:CM_NoteEncounter
:LE_10221	:CM_FilingDocEncounter
:LE_10222	:CM_NoteEncounter
:LE_10223	:CM_NoteEncounter
:LE_10224	:CM_NoteEncounter
:LE_10225	:CM_NoteEncounter
:LE_10226	:CM_NoteEncounter
:LE_10227	:CM_NoteEncounter
:LE_10228	:CM_NoteEncounter
:LE_10229	:CM_NoteEncounter
:LE_1023	:CM_FilingDocEncounter
:LE_10230	:CM_NoteEncounter
:LE_10231	:CM_FilingDocEncounter
:LE_10232	:CM_NoteEncounter
:LE_10233	:CM_NoteEncounter
:LE_10234	:CM_NoteEncounter
:LE_10235	:CM_NoteEncounter
:LE_10236	:CM_NoteEncounter
:LE_10237	:CM_NoteEncounter
:LE_10238	:CM_NoteEncounter
:LE_10239	:CM_NoteEncounter
:LE_1024	:CM_FilingDocEncounter
:LE_10240	:CM_NoteEncounter
:LE_10241	:CM_NoteEncounter
:LE_10242	:CM_NoteEncounter
:LE_10243	:CM_NoteEncounter
:LE_10244	:CM_NoteEncounter
:LE_10245	:CM_NoteEncounter
:LE_10246	:CM_NoteEncounter
:LE_10247	:CM_NoteEncounter
:LE_10248	:CM_NoteEncounter
:LE_10249	:CM_NoteEncounter
:LE_1025	:CM_FilingDocEncounter
:LE_10250	:CM_NoteEncounter
:LE_10251	:CM_NoteEncounter
:LE_10252	:CM_TelephoneConsultation
:LE_10253	:CM_TelephoneConsultation
:LE_10254	:CM_NoteEncounter
:LE_10255	:CM_NoteEncounter
:LE_10256	:CM_NoteEncounter
:LE_10257	:CM_NoteEncounter
:LE_10258	:CM_NoteEncounter
:LE_10259	:CM_FilingDocEncounter
:LE_1026	:CM_FilingDocEncounter
:LE_10260	:CM_NoteEncounter
:LE_10261	:CM_NoteEncounter
:LE_10262	:CM_NoteEncounter
:LE_10263	:CM_NoteEncounter
:LE_10264	:CM_FilingDocEncounter
:LE_10265	:CM_NoteEncounter
:LE_10266	:CM_NoteEncounter
:LE_10267	:CM_NoteEncounter
:LE_10268	:CM_NoteEncounter
:LE_10269	:CM_NoteEncounter
:LE_1027	:CM_FilingDocEncounter
:LE_10270	:CM_NoteEncounter
:LE_10271	:CM_NoteEncounter
:LE_10272	:CM_NoteEncounter
:LE_10273	:CM_NoteEncounter
:LE_10274	:CM_NoteEncounter
:LE_10275	:CM_NoteEncounter
:LE_10276	:CM_NoteEncounter
:LE_10277	:CM_NoteEncounter
:LE_10278	:CM_NoteEncounter
:LE_10279	:CM_NoteEncounter
:LE_1028	:CM_FilingDocEncounter
:LE_10280	:CM_NoteEncounter
:LE_10281	:CM_NoteEncounter
:LE_10282	:CM_NoteEncounter
:LE_10283	:CM_NoteEncounter
:LE_10284	:CM_NoteEncounter
:LE_10285	:CM_NoteEncounter
:LE_10286	:CM_NoteEncounter
:LE_10287	:CM_NoteEncounter
:LE_10288	:CM_NoteEncounter
:LE_10289	:CM_NoteEncounter
:LE_1029	:CM_FilingDocEncounter
:LE_10290	:CM_NoteEncounter
:LE_10291	:CM_NoteEncounter
:LE_10292	:CM_NoteEncounter
:LE_10293	:CM_NoteEncounter
:LE_10294	:CM_NoteEncounter
:LE_10295	:CM_NoteEncounter
:LE_10296	:CM_NoteEncounter
:LE_10297	:CM_NoteEncounter
:LE_10298	:CM_NoteEncounter
:LE_10299	:CM_NoteEncounter
:LE_103	:CM_Encowincu
:LE_1030	:CM_FilingDocEncounter
:LE_10300	:CM_NoteEncounter
:LE_10301	:CM_NoteEncounter
:LE_10302	:CM_TelephoneConsultation
:LE_10303	:CM_NoteEncounter
:LE_10304	:CM_NoteEncounter
:LE_10305	:CM_NoteEncounter
:LE_10306	:CM_NoteEncounter
:LE_10307	:CM_NoteEncounter
:LE_10308	:CM_NoteEncounter
:LE_10309	:CM_NoteEncounter
:LE_1031	:CM_FilingDocEncounter
:LE_10310	:CM_NoteEncounter
:LE_10311	:CM_FilingDocEncounter
:LE_10312	:CM_NoteEncounter
:LE_10313	:CM_NoteEncounter
:LE_10314	:CM_NoteEncounter
:LE_10315	:CM_NoteEncounter
:LE_10316	:CM_NoteEncounter
:LE_10317	:CM_NoteEncounter
:LE_10318	:CM_NoteEncounter
:LE_10319	:CM_NoteEncounter
:LE_1032	:CM_FilingDocEncounter
:LE_10320	:CM_NoteEncounter
:LE_10321	:CM_NoteEncounter
:LE_10322	:CM_NoteEncounter
:LE_10323	:CM_NoteEncounter
:LE_10324	:CM_NoteEncounter
:LE_10325	:CM_NoteEncounter
:LE_10326	:CM_NoteEncounter
:LE_10327	:CM_NoteEncounter
:LE_10328	:CM_NoteEncounter
:LE_10329	:CM_NoteEncounter
:LE_1033	:CM_FilingDocEncounter
:LE_10330	:CM_NoteEncounter
:LE_10331	:CM_NoteEncounter
:LE_10332	:CM_NoteEncounter
:LE_10333	:CM_NoteEncounter
:LE_10334	:CM_NoteEncounter
:LE_10335	:CM_NoteEncounter
:LE_10336	:CM_NoteEncounter
:LE_10337	:CM_NoteEncounter
:LE_10338	:CM_NoteEncounter
:LE_10339	:CM_NoteEncounter
:LE_1034	:CM_FilingDocEncounter
:LE_10340	:CM_NoteEncounter
:LE_10341	:CM_NoteEncounter
:LE_10342	:CM_NoteEncounter
:LE_10343	:CM_NoteEncounter
:LE_10344	:CM_NoteEncounter
:LE_10345	:CM_NoteEncounter
:LE_10346	:CM_NoteEncounter
:LE_10347	:CM_NoteEncounter
:LE_10348	:CM_NoteEncounter
:LE_10349	:CM_NoteEncounter
:LE_1035	:CM_FilingDocEncounter
:LE_10350	:CM_NoteEncounter
:LE_10351	:CM_NoteEncounter
:LE_10352	:CM_NoteEncounter
:LE_10353	:CM_NoteEncounter
:LE_10354	:CM_NoteEncounter
:LE_10355	:CM_NoteEncounter
:LE_10356	:CM_NoteEncounter
:LE_10357	:CM_NoteEncounter
:LE_10358	:CM_NoteEncounter
:LE_10359	:CM_NoteEncounter
:LE_1036	:CM_FilingDocEncounter
:LE_10360	:CM_FilingDocEncounter
:LE_10361	:CM_NoteEncounter
:LE_10362	:CM_NoteEncounter
:LE_10363	:CM_FilingDocEncounter
:LE_10364	:CM_FilingDocEncounter
:LE_10365	:CM_FilingDocEncounter
:LE_10366	:CM_NoteEncounter
:LE_10367	:CM_NoteEncounter
:LE_10368	:CM_NoteEncounter
:LE_10369	:CM_NoteEncounter
:LE_1037	:CM_FilingDocEncounter
:LE_10370	:CM_NoteEncounter
:LE_10371	:CM_NoteEncounter
:LE_10372	:CM_NoteEncounter
:LE_10373	:CM_NoteEncounter
:LE_10374	:CM_NoteEncounter
:LE_10375	:CM_FilingDocEncounter
:LE_10376	:CM_FilingDocEncounter
:LE_10377	:CM_NightVisit
:LE_10378	:CM_NoteEncounter
:LE_10379	:CM_NoteEncounter
:LE_1038	:CM_FilingDocEncounter
:LE_10380	:CM_NoteEncounter
:LE_10381	:CM_NoteEncounter
:LE_10382	:CM_NoteEncounter
:LE_10383	:CM_NoteEncounter
:LE_10384	:CM_NoteEncounter
:LE_10385	:CM_NoteEncounter
:LE_10386	:CM_NoteEncounter
:LE_10387	:CM_NoteEncounter
:LE_10388	:CM_NoteEncounter
:LE_10389	:CM_NoteEncounter
:LE_1039	:CM_FilingDocEncounter
:LE_10390	:CM_NoteEncounter
:LE_10391	:CM_NoteEncounter
:LE_10392	:CM_NoteEncounter
:LE_10393	:CM_NoteEncounter
:LE_10394	:CM_NoteEncounter
:LE_10395	:CM_FilingDocEncounter
:LE_10396	:CM_NoteEncounter
:LE_10397	:CM_NoteEncounter
:LE_10398	:CM_NoteEncounter
:LE_10399	:CM_FilingDocEncounter
:LE_104	:CM_NoteEncounter
:LE_1040	:CM_FilingDocEncounter
:LE_10400	:CM_NoteEncounter
:LE_10401	:CM_NoteEncounter
:LE_10402	:CM_NoteEncounter
:LE_10403	:CM_NoteEncounter
:LE_10404	:CM_NoteEncounter
:LE_10405	:CM_NoteEncounter
:LE_10406	:CM_NoteEncounter
:LE_10407	:CM_NoteEncounter
:LE_10408	:CM_NoteEncounter
:LE_10409	:CM_NoteEncounter
:LE_1041	:CM_FilingDocEncounter
:LE_10410	:CM_NoteEncounter
:LE_10411	:CM_NoteEncounter
:LE_10412	:CM_NoteEncounter
:LE_10413	:CM_NoteEncounter
:LE_10414	:CM_NoteEncounter
:LE_10415	:CM_NoteEncounter
:LE_10416	:CM_NoteEncounter
:LE_10417	:CM_NoteEncounter
:LE_10418	:CM_NoteEncounter
:LE_10419	:CM_NoteEncounter
:LE_1042	:CM_FilingDocEncounter
:LE_10420	:CM_NoteEncounter
:LE_10421	:CM_NoteEncounter
:LE_10422	:CM_NoteEncounter
:LE_10423	:CM_NoteEncounter
:LE_10424	:CM_NoteEncounter
:LE_10425	:CM_NoteEncounter
:LE_10426	:CM_NoteEncounter
:LE_10427	:CM_NoteEncounter
:LE_10428	:CM_NoteEncounter
:LE_10429	:CM_NoteEncounter
:LE_1043	:CM_FilingDocEncounter
:LE_10430	:CM_NoteEncounter
:LE_10431	:CM_NoteEncounter
:LE_10432	:CM_NoteEncounter
:LE_10433	:CM_NoteEncounter
:LE_10434	:CM_TelephoneConsultation
:LE_10435	:CM_NoteEncounter
:LE_10436	:CM_NoteEncounter
:LE_10437	:CM_NoteEncounter
:LE_10438	:CM_NoteEncounter
:LE_10439	:CM_NoteEncounter
:LE_1044	:CM_FilingDocEncounter
:LE_10440	:CM_NoteEncounter
:LE_10441	:CM_TelephoneConsultation
:LE_10442	:CM_NoteEncounter
:LE_10443	:CM_NoteEncounter
:LE_10444	:CM_NoteEncounter
:LE_10445	:CM_NoteEncounter
:LE_10446	:CM_NoteEncounter
:LE_10447	:CM_NoteEncounter
:LE_10448	:CM_NoteEncounter
:LE_10449	:CM_NoteEncounter
:LE_1045	:CM_FilingDocEncounter
:LE_10450	:CM_NoteEncounter
:LE_10451	:CM_NoteEncounter
:LE_10452	:CM_NoteEncounter
:LE_10453	:CM_NoteEncounter
:LE_10454	:CM_NoteEncounter
:LE_10455	:CM_NoteEncounter
:LE_10456	:CM_NoteEncounter
:LE_10457	:CM_NoteEncounter
:LE_10458	:CM_NoteEncounter
:LE_10459	:CM_NoteEncounter
:LE_1046	:CM_FilingDocEncounter
:LE_10460	:CM_NoteEncounter
:LE_10461	:CM_NoteEncounter
:LE_10462	:CM_TelephoneConsultation
:LE_10463	:CM_TelephoneConsultation
:LE_10464	:CM_TelephoneConsultation
:LE_10465	:CM_TelephoneConsultation
:LE_10466	:CM_TelephoneConsultation
:LE_10467	:CM_TelephoneConsultation
:LE_10468	:CM_TelephoneConsultation
:LE_10469	:CM_NoteEncounter
:LE_1047	:CM_FilingDocEncounter
:LE_10470	:CM_NoteEncounter
:LE_10471	:CM_NoteEncounter
:LE_10472	:CM_NoteEncounter
:LE_10473	:CM_FilingDocEncounter
:LE_10474	:CM_NoteEncounter
:LE_10475	:CM_NoteEncounter
:LE_10476	:CM_NoteEncounter
:LE_10477	:CM_NoteEncounter
:LE_10478	:CM_NoteEncounter
:LE_10479	:CM_NoteEncounter
:LE_1048	:CM_FilingDocEncounter
:LE_10480	:CM_NoteEncounter
:LE_10481	:CM_NoteEncounter
:LE_10482	:CM_NoteEncounter
:LE_10483	:CM_NoteEncounter
:LE_10484	:CM_NoteEncounter
:LE_10485	:CM_NoteEncounter
:LE_10486	:CM_NoteEncounter
:LE_10487	:CM_NoteEncounter
:LE_10488	:CM_NoteEncounter
:LE_10489	:CM_NoteEncounter
:LE_1049	:CM_FilingDocEncounter
:LE_10490	:CM_NoteEncounter
:LE_10491	:CM_NoteEncounter
:LE_10492	:CM_NoteEncounter
:LE_10493	:CM_NoteEncounter
:LE_10494	:CM_NoteEncounter
:LE_10495	:CM_NoteEncounter
:LE_10496	:CM_NoteEncounter
:LE_10497	:CM_NoteEncounter
:LE_10498	:CM_NoteEncounter
:LE_10499	:CM_NoteEncounter
:LE_105	:CM_NoteEncounter
:LE_1050	:CM_FilingDocEncounter
:LE_10500	:CM_NoteEncounter
:LE_10501	:CM_NoteEncounter
:LE_10502	:CM_NoteEncounter
:LE_10503	:CM_NoteEncounter
:LE_10504	:CM_NoteEncounter
:LE_10505	:CM_NoteEncounter
:LE_10506	:CM_NoteEncounter
:LE_10507	:CM_NoteEncounter
:LE_10508	:CM_NoteEncounter
:LE_10509	:CM_NoteEncounter
:LE_1051	:CM_FilingDocEncounter
:LE_10510	:CM_FilingDocEncounter
:LE_10511	:CM_NoteEncounter
:LE_10512	:CM_NoteEncounter
:LE_10513	:CM_NoteEncounter
:LE_10514	:CM_NoteEncounter
:LE_10515	:CM_NoteEncounter
:LE_10516	:CM_NoteEncounter
:LE_10517	:CM_FilingDocEncounter
:LE_10518	:CM_NoteEncounter
:LE_10519	:CM_NoteEncounter
:LE_1052	:CM_FilingDocEncounter
:LE_10520	:CM_FilingDocEncounter
:LE_10521	:CM_NoteEncounter
:LE_10522	:CM_NoteEncounter
:LE_10523	:CM_NoteEncounter
:LE_10524	:CM_NoteEncounter
:LE_10525	:CM_FilingDocEncounter
:LE_10526	:CM_NoteEncounter
:LE_10527	:CM_DidNotAttendEncounter
:LE_10528	:CM_NoteEncounter
:LE_10529	:CM_NoteEncounter
:LE_1053	:CM_FilingDocEncounter
:LE_10530	:CM_NoteEncounter
:LE_10531	:CM_NoteEncounter
:LE_10532	:CM_NoteEncounter
:LE_10533	:CM_NoteEncounter
:LE_10534	:CM_NoteEncounter
:LE_10535	:CM_NoteEncounter
:LE_10536	:CM_CancelHospEvent
:LE_10537	:CM_NoteEncounter
:LE_10538	:CM_CancelHospEvent
:LE_10539	:CM_TransferWlInpOp
:LE_1054	:CM_FilingDocEncounter
:LE_10540	:CM_TransferWlInpOp
:LE_10541	:CM_NoteEncounter
:LE_10542	:CM_NoteEncounter
:LE_10543	:CM_NoteEncounter
:LE_10544	:CM_NoteEncounter
:LE_10545	:CM_NoteEncounter
:LE_10546	:CM_NoteEncounter
:LE_10547	:CM_NoteEncounter
:LE_10548	:CM_NoteEncounter
:LE_10549	:CM_FilingDocEncounter
:LE_1055	:CM_FilingDocEncounter
:LE_10550	:CM_NoteEncounter
:LE_10551	:CM_NoteEncounter
:LE_10552	:CM_NoteEncounter
:LE_10553	:CM_NoteEncounter
:LE_10554	:CM_NoteEncounter
:LE_10555	:CM_NoteEncounter
:LE_10556	:CM_NoteEncounter
:LE_10557	:CM_NoteEncounter
:LE_10558	:CM_DidNotAttendEncounter
:LE_10559	:CM_NoteEncounter
:LE_1056	:CM_FilingDocEncounter
:LE_10560	:CM_NoteEncounter
:LE_10561	:CM_NoteEncounter
:LE_10562	:CM_NoteEncounter
:LE_10563	:CM_NoteEncounter
:LE_10564	:CM_DidNotAttendEncounter
:LE_10565	:CM_DidNotAttendEncounter
:LE_10566	:CM_DidNotAttendEncounter
:LE_10567	:CM_DidNotAttendEncounter
:LE_10568	:CM_DidNotAttendEncounter
:LE_10569	:CM_DidNotAttendEncounter
:LE_1057	:CM_FilingDocEncounter
:LE_10570	:CM_NoteEncounter
:LE_10571	:CM_NoteEncounter
:LE_10572	:CM_NoteEncounter
:LE_10573	:CM_FilingDocEncounter
:LE_10574	:CM_NoteEncounter
:LE_10575	:CM_FilingDocEncounter
:LE_10576	:CM_NoteEncounter
:LE_10577	:CM_NoteEncounter
:LE_10578	:CM_NoteEncounter
:LE_10579	:CM_NoteEncounter
:LE_1058	:CM_FilingDocEncounter
:LE_10580	:CM_NoteEncounter
:LE_10581	:CM_NoteEncounter
:LE_10582	:CM_NoteEncounter
:LE_10583	:CM_NoteEncounter
:LE_10584	:CM_NoteEncounter
:LE_10585	:CM_NoteEncounter
:LE_10586	:CM_NoteEncounter
:LE_10587	:CM_NoteEncounter
:LE_10588	:CM_NoteEncounter
:LE_10589	:CM_NoteEncounter
:LE_1059	:CM_FilingDocEncounter
:LE_10590	:CM_NoteEncounter
:LE_10591	:CM_NoteEncounter
:LE_10592	:CM_NoteEncounter
:LE_10593	:CM_NoteEncounter
:LE_10594	:CM_NoteEncounter
:LE_10595	:CM_NoteEncounter
:LE_10596	:CM_NoteEncounter
:LE_10597	:CM_NoteEncounter
:LE_10598	:CM_NoteEncounter
:LE_10599	:CM_NoteEncounter
:LE_106	:CM_NoteEncounter
:LE_1060	:CM_FilingDocEncounter
:LE_10600	:CM_NoteEncounter
:LE_10601	:CM_NoteEncounter
:LE_10602	:CM_NoteEncounter
:LE_10603	:CM_FilingDocEncounter
:LE_10604	:CM_FilingDocEncounter
:LE_10605	:CM_NoteEncounter
:LE_10606	:CM_NoteEncounter
:LE_10607	:CM_NoteEncounter
:LE_10608	:CM_NoteEncounter
:LE_10609	:CM_NoteEncounter
:LE_1061	:CM_FilingDocEncounter
:LE_10610	:CM_NoteEncounter
:LE_10611	:CM_FilingDocEncounter
:LE_10612	:CM_NoteEncounter
:LE_10613	:CM_NoteEncounter
:LE_10614	:CM_NoteEncounter
:LE_10615	:CM_NoteEncounter
:LE_10616	:CM_NoteEncounter
:LE_10617	:CM_NoteEncounter
:LE_10618	:CM_NoteEncounter
:LE_10619	:CM_NoteEncounter
:LE_1062	:CM_FilingDocEncounter
:LE_10620	:CM_NoteEncounter
:LE_10621	:CM_NoteEncounter
:LE_10622	:DM_AandEEncounterEntry
:LE_10623	:CM_EndHospEvent
:LE_10624	:CM_NoteEncounter
:LE_10625	:CM_NoteEncounter
:LE_10626	:CM_NoteEncounter
:LE_10627	:CM_NoteEncounter
:LE_10628	:CM_NoteEncounter
:LE_10629	:CM_NoteEncounter
:LE_1063	:CM_FilingDocEncounter
:LE_10630	:CM_NoteEncounter
:LE_10631	:CM_NoteEncounter
:LE_10632	:CM_NoteEncounter
:LE_10633	:CM_TelephoneConsultation
:LE_10634	:CM_NoteEncounter
:LE_10635	:CM_NoteEncounter
:LE_10636	:CM_NoteEncounter
:LE_10637	:CM_NoteEncounter
:LE_10638	:CM_NoteEncounter
:LE_10639	:CM_NoteEncounter
:LE_1064	:CM_FilingDocEncounter
:LE_10640	:CM_NoteEncounter
:LE_10641	:CM_NoteEncounter
:LE_10642	:CM_NoteEncounter
:LE_10643	:CM_NoteEncounter
:LE_10644	:CM_NoteEncounter
:LE_10645	:CM_NoteEncounter
:LE_10646	:CM_NoteEncounter
:LE_10647	:CM_NoteEncounter
:LE_10648	:CM_NoteEncounter
:LE_10649	:CM_NoteEncounter
:LE_1065	:CM_FilingDocEncounter
:LE_10650	:CM_NoteEncounter
:LE_10651	:CM_NoteEncounter
:LE_10652	:CM_NoteEncounter
:LE_10653	:CM_NoteEncounter
:LE_10654	:CM_NoteEncounter
:LE_10655	:CM_TelephoneConsultation
:LE_10656	:CM_NoteEncounter
:LE_10657	:CM_NoteEncounter
:LE_10658	:CM_NoteEncounter
:LE_10659	:CM_NoteEncounter
:LE_1066	:CM_FilingDocEncounter
:LE_10660	:CM_NoteEncounter
:LE_10661	:CM_NoteEncounter
:LE_10662	:CM_NoteEncounter
:LE_10663	:CM_NoteEncounter
:LE_10664	:CM_NoteEncounter
:LE_10665	:CM_NoteEncounter
:LE_10666	:CM_NoteEncounter
:LE_10667	:CM_NoteEncounter
:LE_10668	:CM_NoteEncounter
:LE_10669	:CM_NoteEncounter
:LE_1067	:CM_FilingDocEncounter
:LE_10670	:CM_NoteEncounter
:LE_10671	:CM_NoteEncounter
:LE_10672	:CM_NoteEncounter
:LE_10673	:CM_NoteEncounter
:LE_10674	:CM_NoteEncounter
:LE_10675	:CM_NoteEncounter
:LE_10676	:CM_NoteEncounter
:LE_10677	:CM_NoteEncounter
:LE_10678	:CM_NoteEncounter
:LE_10679	:CM_NoteEncounter
:LE_1068	:CM_FilingDocEncounter
:LE_10680	:CM_NoteEncounter
:LE_10681	:CM_NoteEncounter
:LE_10682	:CM_GPSurgeryConsultation
:LE_10683	:CM_GPSurgeryConsultation
:LE_10684	:CM_GPSurgeryConsultation
:LE_10685	:CM_GPSurgeryConsultation
:LE_10686	:CM_GPSurgeryConsultation
:LE_10687	:CM_GPSurgeryConsultation
:LE_10688	:CM_GPSurgeryConsultation
:LE_10689	:CM_GPSurgeryConsultation
:LE_1069	:CM_FilingDocEncounter
:LE_10690	:CM_NoteEncounter
:LE_10691	:CM_NoteEncounter
:LE_10692	:CM_NoteEncounter
:LE_10693	:CM_NoteEncounter
:LE_10694	:CM_NoteEncounter
:LE_10695	:CM_NoteEncounter
:LE_10696	:CM_NoteEncounter
:LE_10697	:CM_NoteEncounter
:LE_10698	:CM_NoteEncounter
:LE_10699	:CM_NoteEncounter
:LE_107	:CM_AdministrativeEntry
:LE_1070	:CM_FilingDocEncounter
:LE_10700	:CM_NoteEncounter
:LE_10701	:CM_NightVisit
:LE_10702	:CM_NoteEncounter
:LE_10703	:CM_NoteEncounter
:LE_10704	:CM_NoteEncounter
:LE_10705	:CM_NoteEncounter
:LE_10706	:CM_NoteEncounter
:LE_10707	:CM_NoteEncounter
:LE_10708	:CM_NoteEncounter
:LE_10709	:CM_NoteEncounter
:LE_1071	:CM_FilingDocEncounter
:LE_10710	:CM_NoteEncounter
:LE_10711	:CM_NoteEncounter
:LE_10712	:CM_NoteEncounter
:LE_10713	:CM_NoteEncounter
:LE_10714	:CM_FilingDocEncounter
:LE_10715	:CM_NoteEncounter
:LE_10716	:CM_NoteEncounter
:LE_10717	:CM_NoteEncounter
:LE_10718	:CM_NoteEncounter
:LE_10719	:CM_NoteEncounter
:LE_1072	:CM_FilingDocEncounter
:LE_10720	:CM_NoteEncounter
:LE_10721	:CM_NoteEncounter
:LE_10722	:CM_NoteEncounter
:LE_10723	:CM_NoteEncounter
:LE_10724	:CM_NoteEncounter
:LE_10725	:CM_NoteEncounter
:LE_10726	:CM_NoteEncounter
:LE_10727	:CM_NoteEncounter
:LE_10728	:CM_NoteEncounter
:LE_10729	:CM_NoteEncounter
:LE_1073	:CM_FilingDocEncounter
:LE_10730	:CM_NoteEncounter
:LE_10731	:CM_NoteEncounter
:LE_10732	:CM_AdministrativeEntry
:LE_10733	:CM_NoteEncounter
:LE_10734	:CM_AdministrativeEntry
:LE_10735	:CM_NoteEncounter
:LE_10736	:CM_AdministrativeEntry
:LE_10737	:CM_NoteEncounter
:LE_10738	:CM_AdministrativeEntry
:LE_10739	:CM_NoteEncounter
:LE_1074	:CM_FilingDocEncounter
:LE_10740	:CM_NoteEncounter
:LE_10741	:CM_NoteEncounter
:LE_10742	:CM_NoteEncounter
:LE_10743	:CM_NoteEncounter
:LE_10744	:CM_NoteEncounter
:LE_10745	:CM_NoteEncounter
:LE_10746	:CM_NoteEncounter
:LE_10747	:CM_NoteEncounter
:LE_10748	:CM_NoteEncounter
:LE_10749	:CM_NoteEncounter
:LE_1075	:CM_FilingDocEncounter
:LE_10750	:CM_NoteEncounter
:LE_10751	:CM_NoteEncounter
:LE_10752	:CM_NoteEncounter
:LE_10753	:CM_NoteEncounter
:LE_10754	:CM_NoteEncounter
:LE_10755	:CM_NoteEncounter
:LE_10756	:CM_NoteEncounter
:LE_10757	:CM_NoteEncounter
:LE_10758	:CM_NoteEncounter
:LE_10759	:CM_NoteEncounter
:LE_1076	:CM_FilingDocEncounter
:LE_10760	:CM_NoteEncounter
:LE_10761	:CM_NoteEncounter
:LE_10762	:CM_NoteEncounter
:LE_10763	:CM_NoteEncounter
:LE_10764	:CM_NoteEncounter
:LE_10765	:CM_NoteEncounter
:LE_10766	:CM_NoteEncounter
:LE_10767	:CM_NoteEncounter
:LE_10768	:CM_NoteEncounter
:LE_10769	:CM_NoteEncounter
:LE_1077	:CM_FilingDocEncounter
:LE_10770	:CM_NoteEncounter
:LE_10771	:CM_NoteEncounter
:LE_10772	:CM_NoteEncounter
:LE_10773	:CM_NoteEncounter
:LE_10774	:CM_NoteEncounter
:LE_10775	:CM_NoteEncounter
:LE_10776	:CM_NoteEncounter
:LE_10777	:CM_AdministrativeEntry
:LE_10778	:CM_NoteEncounter
:LE_10779	:CM_AdministrativeEntry
:LE_1078	:CM_FilingDocEncounter
:LE_10780	:CM_NoteEncounter
:LE_10781	:CM_AdministrativeEntry
:LE_10782	:CM_NoteEncounter
:LE_10783	:CM_NoteEncounter
:LE_10784	:CM_AdministrativeEntry
:LE_10785	:CM_NoteEncounter
:LE_10786	:CM_NoteEncounter
:LE_10787	:CM_AdministrativeEntry
:LE_10788	:CM_AdministrativeEntry
:LE_10789	:CM_AdministrativeEntry
:LE_1079	:CM_FilingDocEncounter
:LE_10790	:CM_NoteEncounter
:LE_10791	:CM_AdministrativeEntry
:LE_10792	:CM_NoteEncounter
:LE_10793	:CM_AdministrativeEntry
:LE_10794	:CM_AdministrativeEntry
:LE_10795	:CM_NoteEncounter
:LE_10796	:CM_NoteEncounter
:LE_10797	:CM_NoteEncounter
:LE_10798	:CM_NoteEncounter
:LE_10799	:CM_NoteEncounter
:LE_108	:CM_NoteEncounter
:LE_1080	:CM_FilingDocEncounter
:LE_10800	:CM_AdministrativeEntry
:LE_10801	:CM_NoteEncounter
:LE_10802	:CM_NoteEncounter
:LE_10803	:CM_AdministrativeEntry
:LE_10804	:CM_AdministrativeEntry
:LE_10805	:CM_NoteEncounter
:LE_10806	:CM_AdministrativeEntry
:LE_10807	:CM_NoteEncounter
:LE_10808	:CM_AdministrativeEntry
:LE_10809	:CM_AdministrativeEntry
:LE_1081	:CM_FilingDocEncounter
:LE_10810	:CM_AdministrativeEntry
:LE_10811	:CM_AdministrativeEntry
:LE_10812	:CM_NoteEncounter
:LE_10813	:CM_AdministrativeEntry
:LE_10814	:CM_AdministrativeEntry
:LE_10815	:CM_AdministrativeEntry
:LE_10816	:CM_NoteEncounter
:LE_10817	:CM_AdministrativeEntry
:LE_10818	:CM_AdministrativeEntry
:LE_10819	:CM_NoteEncounter
:LE_1082	:CM_FilingDocEncounter
:LE_10820	:CM_NoteEncounter
:LE_10821	:CM_NoteEncounter
:LE_10822	:CM_NoteEncounter
:LE_10823	:CM_AdministrativeEntry
:LE_10824	:CM_NoteEncounter
:LE_10825	:CM_AdministrativeEntry
:LE_10826	:CM_AdministrativeEntry
:LE_10827	:CM_NoteEncounter
:LE_10828	:CM_AdministrativeEntry
:LE_10829	:CM_NoteEncounter
:LE_1083	:CM_FilingDocEncounter
:LE_10830	:CM_AdministrativeEntry
:LE_10831	:CM_AdministrativeEntry
:LE_10832	:CM_AdministrativeEntry
:LE_10833	:CM_NoteEncounter
:LE_10834	:CM_NoteEncounter
:LE_10835	:CM_NoteEncounter
:LE_10836	:CM_NoteEncounter
:LE_10837	:CM_AdministrativeEntry
:LE_10838	:CM_NoteEncounter
:LE_10839	:CM_AdministrativeEntry
:LE_1084	:CM_FilingDocEncounter
:LE_10840	:CM_NoteEncounter
:LE_10841	:CM_AdministrativeEntry
:LE_10842	:CM_AdministrativeEntry
:LE_10843	:CM_AdministrativeEntry
:LE_10844	:CM_NoteEncounter
:LE_10845	:CM_NoteEncounter
:LE_10846	:CM_AdministrativeEntry
:LE_10847	:CM_AdministrativeEntry
:LE_10848	:CM_AdministrativeEntry
:LE_10849	:CM_AdministrativeEntry
:LE_1085	:CM_FilingDocEncounter
:LE_10850	:CM_AdministrativeEntry
:LE_10851	:CM_NoteEncounter
:LE_10852	:CM_NoteEncounter
:LE_10853	:CM_AdministrativeEntry
:LE_10854	:CM_NoteEncounter
:LE_10855	:CM_AdministrativeEntry
:LE_10856	:CM_AdministrativeEntry
:LE_10857	:CM_AdministrativeEntry
