Concept	Group	Property	Object	min	max	Group operator
:DM_hasEffectiveDate	0	im:SN_116680003	:DM_dateTimeProperty			and
:DM_hasEndTime	0	im:SN_116680003	:DM_dateTimeProperty			and
:DM_hasIdentifier	0	im:SN_116680003	:DM_dataProperty			and
:DM_hasNHSNumber	0	im:SN_116680003	:DM_hasIdentifier			and
:DM_hasName	0	im:SN_116680003	:DM_dataProperty			and
:DM_hasODSCode	0	im:SN_116680003	:DM_hasIdentifier			and
:DM_id	0	im:SN_116680003	:DM_dataProperty			and
:LE_1	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_100	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1000	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10000	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10001	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10002	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10003	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10004	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10005	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10006	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10007	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10008	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10009	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1001	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10010	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10011	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10012	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10013	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10014	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10015	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10016	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10017	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10018	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10019	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1002	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10020	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10021	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10022	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10023	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10024	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10025	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10026	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10027	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10028	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10029	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1003	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10030	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10031	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10032	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10033	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10034	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10035	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10036	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10037	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10038	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10039	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1004	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10040	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10041	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10042	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10043	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10044	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10045	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10046	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10047	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10048	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10049	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1005	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10050	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10051	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10052	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10053	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10054	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10055	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10056	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10057	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10058	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10059	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1006	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10060	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10061	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10062	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10063	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10064	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10065	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10066	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10067	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10068	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10069	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_1007	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10070	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10071	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10072	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10073	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10074	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10075	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10076	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10077	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10078	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10079	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1008	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10080	0	im:SN_116680003	:CM_CancelHospEvent			and
:LE_10081	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10082	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10083	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10084	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10085	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10086	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10087	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10088	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10089	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1009	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10090	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10091	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10092	0	im:SN_116680003	:CM_NightVisit			and
:LE_10093	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10094	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10095	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10096	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10097	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10098	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10099	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_101	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_1010	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10100	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10101	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10102	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10103	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10104	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10105	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10106	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10107	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10108	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10109	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1011	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10110	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10111	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10112	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10113	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10114	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10115	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10116	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10117	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10118	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10119	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1012	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10120	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10121	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10122	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10123	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10124	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10125	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10126	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10127	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10128	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10129	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1013	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10130	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10131	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10132	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10133	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10134	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10135	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10136	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10137	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10138	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10139	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1014	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10140	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10141	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10142	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10143	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10144	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10145	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10146	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10147	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10148	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10149	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_1015	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10150	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_10151	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_10152	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_10153	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10154	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10155	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10156	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10157	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10158	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10159	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1016	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10160	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10161	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10162	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10163	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10164	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10165	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10166	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10167	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10168	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10169	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1017	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10170	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10171	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10172	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10173	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10174	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10175	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10176	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10177	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10178	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10179	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1018	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10180	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10181	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10182	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10183	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10184	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10185	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10186	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10187	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10188	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10189	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1019	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10190	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10191	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10192	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10193	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10194	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10195	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10196	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10197	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10198	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10199	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_102	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_1020	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10200	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10201	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10202	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10203	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10204	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10205	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_10206	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10207	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10208	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10209	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1021	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10210	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10211	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10212	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10213	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10214	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10215	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10216	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10217	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10218	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10219	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1022	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10220	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10221	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10222	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10223	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10224	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10225	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10226	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10227	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10228	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10229	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1023	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10230	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10231	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10232	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10233	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10234	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10235	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10236	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10237	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10238	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10239	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1024	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10240	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10241	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10242	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10243	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10244	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10245	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10246	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10247	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10248	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10249	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1025	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10250	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10251	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10252	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_10253	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_10254	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10255	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10256	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10257	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10258	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10259	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_1026	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10260	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10261	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10262	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10263	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10264	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10265	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10266	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10267	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10268	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10269	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1027	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10270	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10271	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10272	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10273	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10274	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10275	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10276	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10277	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10278	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10279	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1028	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10280	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10281	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10282	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10283	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10284	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10285	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10286	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10287	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10288	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10289	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1029	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10290	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10291	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10292	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10293	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10294	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10295	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10296	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10297	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10298	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10299	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_103	0	im:SN_116680003	:CM_Encowincu			and
:LE_1030	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10300	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10301	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10302	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_10303	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10304	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10305	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10306	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10307	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10308	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10309	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1031	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10310	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10311	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10312	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10313	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10314	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10315	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10316	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10317	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10318	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10319	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1032	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10320	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10321	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10322	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10323	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10324	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10325	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10326	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10327	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10328	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10329	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1033	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10330	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10331	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10332	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10333	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10334	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10335	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10336	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10337	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10338	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10339	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1034	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10340	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10341	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10342	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10343	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10344	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10345	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10346	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10347	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10348	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10349	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1035	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10350	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10351	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10352	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10353	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10354	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10355	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10356	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10357	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10358	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10359	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1036	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10360	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10361	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10362	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10363	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10364	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10365	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_10366	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10367	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10368	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_10369	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_1037	0	im:SN_116680003	:CM_FilingDocEncounter			and
